"type","Country","Region","Location","Name","Latitude","Longitude","year_deployment","year_modification","min_depth_m","depth_m","reef_edge_m","Min_dist_filt_km","min_dist_km","surrounding_seabed","meadows","typo_filt","reef_typology","structure_wreck","Material_simply","Material","Arrangement_modules","origin_reef","total_area_sqm","total_volume_cubm","n_oases","dist_between_oases_m","dimens_oases_sqm","type_structures","n_structures","dim_structures_m","dist_between_structures_m","modules_shape","n_modules","dist_between_modules_m","dimension_leng_width_heigh_m","weight_or_displacement_tons","experimental_professional","scope","exploitation","possible_exploitation","observations","biocenosis","alien_species","Alien species (form)","protected_species","Protected species (form)","protect_area_y_n","Protected area","managment_prog_Y_N","Management_program","Concession_area_Y_N","Surveillance_service_Y_N","Surveillance_service","Monitoring_program_Y_N","Monitoring_program","Available data","Available literature (Scientific or Grey)"
"Natural reef","Croatia","Dobruvnik-Neretva","Ubli","Struga",42.7277,16.8944,"No data","No data",55,55,25,3.7,3.7,"No data","Yes","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Paramuricea Clavata","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Zaklopatica","Glavat",42.775,17.1527,"No data","No data",60,60,6,25.9,25.9,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Lumbarda","Ražnjić",42.9169,17.2027,"No data","No data",45,45,30,3.7,3.7,"No data","Yes","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Trstenik","Dingač",42.915,17.3597,"No data","No data",55,55,25,1.8,1.8,"Sand","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Pomena","Goli Rat",42.7836,17.3186,"No data","No data",40,40,6,3.7,3.7,"Rocks","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Pomena","Greben Štit",42.7716,17.3325,"No data","No data",60,60,5,5.5,5.5,"Sand","No data","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Pomena","Zakamenica",42.7661,17.3566,"No data","No data",55,55,8,7.4,7.4,"No data","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Pomena","Lenga",42.7555,17.3883,"No data","No data",86,86,5,10,10,"No data","No data","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Pomena","Vanji Škoj",42.7522,17.4002,"No data","No data",46,46,0,11.1,11.1,"Sand","No data","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Rhodophyta","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Jabuka",42.6611,18.0194,"No data","No data",40,40,9,7.4,7.4,"No data","No data","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Bezdan",42.6619,18.0194,"No data","No data",57,57,1,7.4,7.4,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Fasciolaria lignaria","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Grebeni",42.6511,18.0544,"No data","No data",20,20,5,7.4,7.4,"No data","Yes","Low profile reef","Low profile reef (the reef protrudes less than 20 meters  from the base substratum)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Posidonia meadows, 
cistoseire meadows","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Mala Afrika",42.6505,18.0583,"No data","No data",40,40,5,3.7,3.7,"No data","No data","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Molunat","Sv. Andrija",42.645,18.0858,"No data","No data",80,80,3,12.9,12.9,"Sand","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Haliclona mediterranea","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Tomislav",42.6336,18.1147,"No data","No data",40,40,20,7.4,7.4,"Sand","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Dubrovnik","Lokrum",42.6216,18.1202,"No data","No data",5,5,0,7.4,7.4,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Cavtat","Bobara",42.5861,18.1783,"No data","No data",80,80,5,2.7,2.7,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Cavtat","Otočić Mrkan",42.5802,18.1891,"No data","No data",60,60,7,2.7,2.7,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Cavtat","Mrkanjac",42.5708,18.2019,"No data","No data",50,50,5,2.7,2.7,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Eunicella Cavolinii","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Dobruvnik-Neretva","Molunat","Molunat",42.4419,18.4294,"No data","No data",45,45,0,1,1,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Šibenik-Knin County","Rogoznica","Smokvica Vela",43.5138888888889,15.9377777777778,"No data","No data",50,50,50,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","no","no","no","no","No data","No data","No data","No","No","No data","Diving guide for the Šibenik-Knin County"
"Natural reef","Croatia","Šibenik-Knin County","Kaprije","Rt Kaprije",43.7194444444444,15.6727777777778,"No data","No data",15,45,30,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","yes","Natura 2000 site, SCI","Yes","Public Institution for the Management of Protected Natural Areas and Other Protected Natural Areas in Šibenik-Knin County","No data","No data","No data","No data","No data","No data","Diving guide for the Šibenik-Knin county"
"Natural reef","Croatia","Šibenik-Knin County","Blitvenica lighthouse","Blitvenica",43.6247222222222,15.5747222222222,"No data","No data",60,60,42,5.4,5.4,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","yes","Natura 2000 site, SCI","Yes","Public Institution for the Management of Protected Natural Areas and Other Protected Natural Areas in Šibenik-Knin County","No data","No data","No data","No data","No data","No data","Diving guide for the Šibenik-Knin county"
"Natural reef","Croatia","Split-Dalmatia County","Šolta","Marinića Rat",43.3825,16.209775,"No data","No data",40,40,40,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","yes","Natura 2000 site","Yes","Public Institution More i krš (Sea and Karst)","No data","No data","No data","No data","No data","No data","No data"
"Natural reef","Croatia","Split-Dalmatia County","Brač","Rt Kobila",43.3152027777778,16.4106694444444,"No data","No data",40,40,40,0,0,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen ","No data","No data","No data","No data","yes","Natura 2000 site","Yes","Public Institution More i krš (Sea and Karst)","No data","No data","No data","No data","No data","No data","Association Sunce field mapping"
"Natural reef","Italy","Veneto","Caorle","Caorle",45.58419,12.934181,"No data","No data",8,"8 - 12","No data",3,3,"Sand, Detritic","Yes, algae","Patch reef","Patch reef (sand bottom with small reef structures protruding from the sediment)","No data","No data","No data","No data","Biogenic",7700000,"No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","DC (coastal detritic), C (precoralligen) ","No data","Maybe","Homarus gammarus, Sciaena umbra","Homarus gammarus, Sciaena umbra","yes","Natura 2000 site (SIC IT3250048 - Tegnue di Porto Falconera); ZTB (Zona di Tutela Biologica, ""Biological protection area"")","no","no","No data","no","no","no","no","Benthic community, Geophysical map, Sediments","Camuffo, M., 2000. La Gestione di un bene ambientale (la tegnua di Porto Falconera al largo di Caorle) ed il problema della sua rappresentazione scientifica e vernacolare. Tesi di Laurea in Scienze Ambientali, Univ. Venezia. <br>
ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegnùe dell'Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
"Natural reef","Croatia","Istra","Vrsar","Fujaga",45.1302,13.613,"No data","No data",28,28,3,0.4,0.4,"Mud","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Aplysina aerophoba","No data","No data","No data","No data","Yes","protected reserve and shellfish farm","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Primorje-Gorski Kotar","Kampor","Mali Ćutin",44.7233,14.4927,"No data","No data",48,48,5,22.2,22.2,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Eunicella Cavolinii, Paramuricea Clavata","No data","No data","No data","No data","Yes","Protected area","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Šibenik","Murter","Borovik",43.8094,15.2569,"No data","No data",40,40,0,37,37,"No data","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","Yes","Protected area","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Šibenik","Murter","Rašip",43.7805,15.3008,"No data","No data",45,45,0,33,33,"No data","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","Yes","Protected area","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Šibenik","Murter","Opat",43.7455,15.4486,"No data","No data",40,40,0,16.6,16.6,"No data","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","Yes","Protected area","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Split-Dalmatia","Vis","Zelena špilja",43.0152,16.2244,"No data","No data",20,20,3,16.6,16.6,"No data","No data","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","Yes","Protected area","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Italy","Marche","Grottammare","Scoglio di San Nicola",43.004,13.87,"No data","No data",1.5,"1.5 - 4.5",8,0,0,"Sand","No","Patch reef","Patch reef (sand bottom with small reef structures protruding from the sediment)","No data","No data","No data","No data","Biogenic",180000,"No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Sabellaria alcocki, Mytilus galloprovincialis","No data","No data","Paracentrotus lividus, Aplysina aerophoba","Paracentrotus lividus, Aplysina aerophoba","yes","Natura 2000 site (SIC IT5340022 - Costa del Piceno - San Nicola a mare)","no","no","No data","No data","No data","No data","No data","Benthic community, Geophysical map","No data"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Kampanel-Veli Vodnjak",43.172939,16.305722,"No data","No data",57,57,47,0.5,0.5,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Rt Klobuk",43.168274,16.310559,"No data","No data",50,50,25,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Mali Vodnjak",43.175476,16.311157,"No data","No data",45,45,25,0,0,"Detritic","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Stambedar",43.144894,16.379939,"No data","No data",50,50,0,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Rt Močiguzica",43.177324,16.350836,"No data","No data",50,50,25,0,0,"Detritic","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Marginji rat",43.17652,16.339558,"No data","No data",40,40,20,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Split-Dalmatia County","Pakleni otoci","Dobri otok",43.149405,16.361327,"No data","No data",50,50,50,0,0,"Detritic","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site, Protected Landscape Pakleni otoci (only land protected, not sea)","Yes","Public Institution More i krš (Sea and Karst)","No data","no","no","No","No","No data","Association Sunce field mapping"
"Natural reef","Italy","Apulia","Tremiti Islands","Mediterranean Mesophotic coral reef",42.127664,15.502311,"No data","No data",40,40,15,0.5,0.5,"Rocks, Sand","No","Low profile reef","Low profile reef (the reef protrudes less than 20 meters  from the base substratum)","No data","No data","No data","No data","Biogenic",2510000,"No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Encrusting calcareous algae ","No data","Maybe","Corallium rubrum","Corallium rubrum","yes","Marine Protected Area (Isole Tremiti); Natura 2000 (Isole Tremiti: IT9110011, IT9110040); ZTB (Zona di Tutela Biologica, ""Biological protection area"")","yes","MPA Isole Tremiti; Natura 2000 (Isole Tremiti: IT9110011, IT9110040)","No data","no","no","yes","Monitoring program according to Marine Strategy Framework Directive (2008/56/CE) and Water Framework Directive (2000/60/CE)","Benthic community, Fish community, Geophysical map, Water column","Progetto BIOMAP - Biocostruzioni marine in Puglia - P.O. FESR 2007/2013 - ASSE IV - LINEA 4.4 - Azione 4.4.1  ( <a href='http://www.sit.puglia.it/portal/portale_rete_ecologica/biomap' target='_blank'>http://www.sit.puglia.it/portal/portale_rete_ecologica/biomap</a> );"
"Natural reef","Italy","Apulia","Polignano a Mare","Mediterranean Mesophotic coral reef",41.007592,17.279544,"No data","No data",30,30,10,0.3,0.3,"Rocks, Sand","No","Low profile reef","Low profile reef (the reef protrudes less than 20 meters  from the base substratum)","No data","No data","No data","No data","Biogenic","around 200000000","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Encrusting calcareous algae ","No data","Maybe","Corallium rubrum","Corallium rubrum","yes","Marine Protected Area (Torre Guaceto); Natura 2000 (Litorale Brindisino: IT9140002, Posidonieto San Vito - Barletta: IT912000, Scoglio dell'Eremita: IT9120012)","yes","MPA Torre Guaceto; Natura 2000 (Litorale Brindisino: IT9140002, Posidonieto San Vito - Barletta: IT912000, Scoglio dell'Eremita: IT9120012)","No data","no","no","yes","Monitoring program according to Marine Strategy Framework Directive (2008/56/CE) and Water Framework Directive (2000/60/CE)","Benthic community, Fish community, Geophysical map, Water column","Progetto BIOMAP - Biocostruzioni marine in Puglia - P.O. FESR 2007/2013 - ASSE IV - LINEA 4.4 - Azione 4.4.1  ( <a href='http://www.sit.puglia.it/portal/portale_rete_ecologica/biomap' target='_blank'>http://www.sit.puglia.it/portal/portale_rete_ecologica/biomap</a> );"
"Natural reef","Croatia","Primorsko-Goranska county","Otok Prvić","Otok Prvić-sjeverna strana",44.9149,14.8187972222222,"No data","No data",40,40,40,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site (Prvić-Grgur Reserve)","Yes","Public Institution Priroda","No data","no","no","Yes","yes","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Sušac","Rt Tripćavac",42.7487222222222,16.4900777777778,"No data","No data",65,65,65,0,0,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Sušac","Rt Gradeška",42.7496222222222,16.49485,"No data","No data",65,65,65,0,0,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Sušac","Rt Žene",42.7630444444444,16.5353166666667,"No data","No data",60,60,60,0,0,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
